,zone_id,measurement_start,speed,volume,occupancy,volume_weighted_speed,factored_up_volume
0,10031,2017-11-03 00:00:00,59.446598639499996,52.0,2.2619047619,59.6923076923,56.0
1,10031,2017-11-03 00:05:00,62.2166666667,39.0,1.4,62.0,39.0
2,10031,2017-11-03 00:10:00,54.5275510204,56.0,2.4,55.285714285699996,56.0
3,10031,2017-11-03 00:15:00,56.95,42.0,1.37777777778,57.071428571400006,42.0
4,10031,2017-11-03 00:20:00,48.5844444444,46.0,1.95555555556,49.1739130435,46.0
5,10031,2017-11-03 00:25:00,50.7698717949,54.0,2.08888888889,50.7222222222,54.0
6,10031,2017-11-03 00:30:00,55.6634615385,36.0,1.2666666666700002,56.1666666667,36.0
7,10031,2017-11-03 00:35:00,52.4207482993,52.0,1.97777777778,53.826923076899995,52.0
8,10031,2017-11-03 00:40:00,60.0366666667,43.0,1.31111111111,60.5813953488,43.0
9,10031,2017-11-03 00:45:00,62.6241496599,44.0,2.17777777778,62.75,44.0
10,10031,2017-11-03 00:50:00,56.636054421800004,46.0,1.84444444444,56.0652173913,46.0
11,10031,2017-11-03 00:55:00,54.9522222222,46.0,1.8,55.8260869565,46.0
12,10031,2017-11-03 01:00:00,63.494444444399996,49.0,1.86666666667,62.1836734694,49.0
13,10031,2017-11-03 01:05:00,52.2095238095,44.0,1.84444444444,53.3409090909,44.0
14,10031,2017-11-03 01:10:00,53.5090136054,54.0,1.97777777778,52.962962963,54.0
15,10031,2017-11-03 01:15:00,60.8138888889,39.0,1.28888888889,58.5641025641,39.0
16,10031,2017-11-03 01:20:00,57.3551020408,35.0,1.28888888889,59.9428571429,35.0
17,10031,2017-11-03 01:25:00,50.953741496599996,55.0,2.31111111111,52.363636363599994,55.0
18,10031,2017-11-03 01:30:00,56.378787878800004,33.0,1.3095238095200001,55.0,36.0
19,10031,2017-11-03 01:35:00,52.8149350649,35.0,1.1555555555600001,54.2,35.0
20,10031,2017-11-03 01:40:00,54.5,32.0,1.33333333333,54.28125,32.0
21,10031,2017-11-03 01:45:00,46.0431972789,40.0,1.51111111111,48.4,40.0
22,10031,2017-11-03 01:50:00,46.558974359,39.0,1.53333333333,46.4102564103,39.0
23,10031,2017-11-03 01:55:00,49.875,29.0,1.17777777778,49.9655172414,29.0
24,10031,2017-11-03 02:00:00,56.43650793649999,29.0,1.02222222222,55.689655172399995,29.0
25,10031,2017-11-03 02:05:00,56.1858974359,27.0,0.9111111111110001,56.6666666667,27.0
26,10031,2017-11-03 02:10:00,52.874358974399996,28.0,1.22222222222,52.25,28.0
27,10031,2017-11-03 02:15:00,52.125,24.0,1.0,51.9583333333,24.0
28,10031,2017-11-03 02:20:00,55.0263888889,32.0,1.31111111111,55.71875,32.0
29,10031,2017-11-03 02:25:00,49.577777777799994,30.0,1.42222222222,49.2666666667,30.0
30,10031,2017-11-03 02:30:00,51.052777777799996,36.0,1.45238095238,51.6666666667,39.0
31,10031,2017-11-03 02:35:00,46.5277777778,34.0,1.44444444444,47.5,34.0
32,10031,2017-11-03 02:40:00,49.148717948699996,31.0,1.42222222222,48.870967741899996,31.0
33,10031,2017-11-03 02:45:00,48.4814814815,17.0,0.738095238095,49.2352941176,19.0
34,10031,2017-11-03 02:50:00,51.6875,14.0,0.35555555555600005,50.6428571429,14.0
35,10031,2017-11-03 02:55:00,53.3424242424,33.0,1.55555555556,54.4545454545,33.0
36,10032,2017-11-03 00:00:00,62.507692307700005,44.0,1.3555555555599998,62.25,44.0
37,10032,2017-11-03 00:05:00,59.370634920600004,38.0,0.955555555556,60.1578947368,38.0
38,10032,2017-11-03 00:10:00,55.2438888889,57.0,1.51111111111,56.9824561404,57.0
39,10032,2017-11-03 00:15:00,55.9088888889,39.0,1.0666666666700002,56.8205128205,39.0
40,10032,2017-11-03 00:20:00,58.2044217687,46.0,1.3555555555599998,57.760869565200004,46.0
41,10032,2017-11-03 00:25:00,58.3488095238,37.0,0.933333333333,58.729729729700004,37.0
42,10032,2017-11-03 00:30:00,62.427777777799996,41.0,1.22222222222,63.0243902439,41.0
43,10032,2017-11-03 00:35:00,57.163095238100006,41.0,1.0952380952399998,56.951219512200005,44.0
44,10032,2017-11-03 00:40:00,59.85476190479999,38.0,1.0714285714299998,59.8157894737,41.0
45,10032,2017-11-03 00:45:00,59.1071428571,31.0,1.11111111111,59.064516129,31.0
46,10032,2017-11-03 00:50:00,54.714285714300004,42.0,1.1555555555600001,53.5952380952,42.0
47,10032,2017-11-03 00:55:00,51.634523809499996,36.0,0.888888888889,52.7777777778,36.0
48,10032,2017-11-03 01:00:00,57.679761904799996,49.0,1.2444444444399998,58.5918367347,49.0
49,10032,2017-11-03 01:05:00,50.8178571429,34.0,1.0666666666700002,52.588235294099995,34.0
50,10032,2017-11-03 01:10:00,56.605555555600006,34.0,0.955555555556,54.6764705882,34.0
51,10032,2017-11-03 01:15:00,56.0705128205,37.0,0.8666666666670001,55.081081081099995,37.0
52,10032,2017-11-03 01:20:00,55.4538461538,36.0,0.955555555556,56.0,36.0
53,10032,2017-11-03 01:25:00,56.490476190500004,44.0,1.17777777778,57.75,44.0
54,10032,2017-11-03 01:30:00,51.393939393900006,23.0,0.7555555555560001,53.6956521739,23.0
55,10032,2017-11-03 01:35:00,52.4299603175,37.0,1.0444444444399998,55.972972973000005,37.0
56,10032,2017-11-03 01:40:00,61.6208333333,29.0,0.688888888889,61.1379310345,29.0
57,10032,2017-11-03 01:45:00,55.3166666667,31.0,1.13333333333,56.0967741935,31.0
58,10032,2017-11-03 01:50:00,53.440306122399996,36.0,1.2666666666700002,55.0833333333,36.0
59,10032,2017-11-03 01:55:00,55.305128205100004,27.0,0.577777777778,55.370370370399996,27.0
60,10032,2017-11-03 02:00:00,58.606060606099994,25.0,0.714285714286,58.56,27.0
61,10032,2017-11-03 02:05:00,58.1666666667,23.0,0.511111111111,58.391304347799995,23.0
62,10032,2017-11-03 02:10:00,56.8,32.0,1.13333333333,55.625,32.0
63,10032,2017-11-03 02:15:00,59.5092592593,20.0,0.511111111111,58.95,20.0
64,10032,2017-11-03 02:20:00,59.3680555556,27.0,0.711111111111,60.629629629600004,27.0
65,10032,2017-11-03 02:25:00,55.7833333333,34.0,1.0666666666700002,54.941176470600006,34.0
66,10032,2017-11-03 02:30:00,56.641025641000006,33.0,0.888888888889,56.0909090909,33.0
67,10032,2017-11-03 02:35:00,54.086111111099996,28.0,0.880952380952,53.214285714300004,30.0
68,10032,2017-11-03 02:40:00,56.2884615385,30.0,0.9777777777779999,56.9333333333,30.0
